試合,公式戦,J1,年月日,大会名ほか,相手チーム,会場,項目,H/A,スコア,得点,失点,観客数
411,249,,1997.12.14,第77回天皇杯全日本サッカー選手権大会 3回戦,ＮＴＴ関東,浦和市駒場スタジアム,E,N,○ 2 - 1,2,1,"15,261人"
412,250,,1997.12.20,第77回天皇杯全日本サッカー選手権大会 4回戦,ガンバ大阪,鳥取市営サッカー場バードスタジアム,E,N,● 1 - 2,1,2,"5,138人"
413,,,1998.03.08,プレシーズンマッチ,ブランメル仙台,仙台スタジアム,P,A,○ 2 - 0,2,0,"8,281人"
414,,,1998.03.15,プレシーズンマッチ,大宮アルディージャ,浦和市駒場スタジアム,P,H,○ 1 - 0,1,0,"11,004人"
415,251,195,1998.03.21,1998Jリーグ 1stステージ 第1節,ジェフユナイテッド市原,浦和市駒場スタジアム,L,H,○ 3 - 2,3,2,"19,828人"
416,252,196,1998.03.25,1998Jリーグ 1stステージ 第2節,横浜フリューゲルス,横浜国際総合競技場,L,A,○ 2 - 0,2,0,"24,310人"
417,253,197,1998.03.28,1998Jリーグ 1stステージ 第3節,セレッソ大阪,浦和市駒場スタジアム,L,H,● 1 - 2,1,2,"19,526人"
418,,,1998.03.29,1998Jサテライトリーグ 第1節,横浜フリューゲルス,横浜フリューゲルス東戸塚トレーニングセンター,S,A,○ 1 - 0,1,0,300人
419,254,198,1998.04.04,1998Jリーグ 1stステージ 第4節,サンフレッチェ広島,広島スタジアム,L,A,○ 2 - 1,2,1,"10,911人"
420,,,1998.04.05,1998Jサテライトリーグ 第2節,横浜マリノス,横浜マリノス 獅子ケ谷グラウンド,S,A,○ 6 - 0,6,0,100人
421,255,199,1998.04.11,1998Jリーグ 1stステージ 第5節,アビスパ福岡,浦和市駒場スタジアム,L,H,○ 2 - 2 (PK 5 - 4),2,2,"19,991人"
422,,,1998.04.12,1998Jサテライトリーグ 第3節,柏レイソル,埼玉県営大宮公園サッカー場,S,H,● 2 - 3,2,3,"2,481人"
423,256,200,1998.04.15,1998Jリーグ 1stステージ 第6節,コンサドーレ札幌,仙台スタジアム,L,A,● 0 - 2,0,2,"12,171人"
424,257,201,1998.04.18,1998Jリーグ 1stステージ 第7節,清水エスパルス,浦和市駒場スタジアム,L,H,● 0 - 2,0,2,"19,208人"
425,258,202,1998.04.25,1998Jリーグ 1stステージ 第8節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,L,A,○ 4 - 1,4,1,"15,641人"
426,259,203,1998.04.29,1998Jリーグ 1stステージ 第9節,柏レイソル,国立競技場,L,H,○ 3 - 1,3,1,"46,547人"
427,260,204,1998.05.02,1998Jリーグ 1stステージ 第10節,ガンバ大阪,万博記念競技場,L,A,○ 2 - 0,2,0,"10,485人"
428,261,205,1998.05.05,1998Jリーグ 1stステージ 第11節,横浜マリノス,浦和市駒場スタジアム,L,H,● 0 - 1,0,1,"20,048人"
429,262,206,1998.05.09,1998Jリーグ 1stステージ 第12節,京都パープルサンガ,国立競技場,L,H,○ 2 - 1,2,1,"33,773人"
430,,,1998.05.10,1998Jサテライトリーグ 第7節,ジェフユナイテッド市原,鴻巣市立陸上競技場,S,H,○ 3 - 1,3,1,"2,249人"
431,263,,1998.05.16,1998Jリーグヤマザキナビスコカップ 予選リーグ 第1節,ジュビロ磐田,新潟市陸上競技場,LC,A,○ 2 - 1,2,1,"11,765人"
432,264,,1998.05.23,1998Jリーグヤマザキナビスコカップ 予選リーグ 第2節,ヴェルディ川崎,浦和市駒場スタジアム,LC,H,△ 1 - 1,1,1,"17,010人"
433,265,,1998.05.30,1998Jリーグヤマザキナビスコカップ 予選リーグ 第3節,ブランメル仙台,浦和市駒場スタジアム,LC,H,○ 6 - 0,6,0,"13,972人"
434,,,1998.05.31,1998Jサテライトリーグ 第8節,鹿島アントラーズ,埼玉県営大宮公園サッカー場,S,H,○ 3 - 2,3,2,"2,806人"
435,266,,1998.06.03,1998Jリーグヤマザキナビスコカップ 予選リーグ 第4節,サンフレッチェ広島,広島スタジアム,LC,A,△ 1 - 1,1,1,"4,594人"
436,267,207,1998.07.25,1998Jリーグ 1stステージ 第13節,名古屋グランパスエイト,名古屋市瑞穂陸上競技場,L,A,● 1 - 3,1,3,"19,370人"
437,268,208,1998.07.29,1998Jリーグ 1stステージ 第14節,ベルマーレ平塚,浦和市駒場スタジアム,L,H,○ 2 - 1,2,1,"18,330人"
438,269,209,1998.08.01,1998Jリーグ 1stステージ 第15節,ジュビロ磐田,ジュビロ磐田スタジアム,L,A,● 0 - 2,0,2,"15,845人"
439,,,1998.08.02,1998Jサテライトリーグ 第9節,横浜マリノス,埼玉県営大宮公園サッカー場,S,H,● 1 - 2,1,2,"2,390人"
440,270,210,1998.08.05,1998Jリーグ 1stステージ 第16節,ヴェルディ川崎,浦和市駒場スタジアム,L,H,○ 1 - 1 (PK 4 - 2),1,1,"16,971人"
441,271,211,1998.08.08,1998Jリーグ 1stステージ 第17節,ヴィッセル神戸,神戸総合運動公園ユニバー記念競技場,L,A,○ 5 - 1,5,1,"9,644人"
442,,,1998.08.09,1998Jサテライトリーグ 第10節,柏レイソル,松戸市運動公園陸上競技場,S,A,● 0 - 2,0,2,"1,211人"
443,272,212,1998.08.22,1998Jリーグ 2ndステージ 第1節,ベルマーレ平塚,平塚競技場,L,A,○ 4 - 0,4,0,"13,088人"
444,,,1998.08.23,1998Jサテライトリーグ 第12節,横浜フリューゲルス,埼玉県営大宮公園サッカー場,S,H,○ 4 - 2,4,2,"1,951人"
445,273,213,1998.08.29,1998Jリーグ 2ndステージ 第2節,ジュビロ磐田,浦和市駒場スタジアム,L,H,○ 2 - 0,2,0,"17,325人"
446,274,214,1998.09.05,1998Jリーグ 2ndステージ 第3節,ヴェルディ川崎,国立競技場,L,A,○ 3 - 0,3,0,"33,780人"
447,,,1998.09.06,1998Jサテライトリーグ 第14節,鹿島アントラーズ,総和広域中央運動公園陸上競技場,S,A,○ 1 - 0,1,0,"2,258人"
448,275,215,1998.09.12,1998Jリーグ 2ndステージ 第4節,ヴィッセル神戸,浦和市駒場スタジアム,L,H,○ 2 - 1,2,1,"18,957人"
449,276,216,1998.09.15,1998Jリーグ 2ndステージ 第5節,ジェフユナイテッド市原,市原臨海競技場,L,A,○ 2 - 0,2,0,"8,367人"
450,277,217,1998.09.19,1998Jリーグ 2ndステージ 第6節,横浜フリューゲルス,浦和市駒場スタジアム,L,H,○ 3 - 0,3,0,"19,742人"
451,278,218,1998.09.23,1998Jリーグ 2ndステージ 第7節,セレッソ大阪,大阪長居スタジアム,L,A,● 1 - 2,1,2,"16,145人"
452,279,219,1998.09.26,1998Jリーグ 2ndステージ 第8節,サンフレッチェ広島,浦和市駒場スタジアム,L,H,● 1 - 2,1,2,"17,876人"
453,,,1998.09.27,1998Jサテライトリーグ 第15節,ジェフユナイテッド市原,市原臨海競技場,S,A,○ 3 - 1,3,1,220人
454,280,220,1998.10.03,1998Jリーグ 2ndステージ 第9節,アビスパ福岡,東平尾公園博多の森球技場,L,A,○ 2 - 0,2,0,"14,498人"
455,281,221,1998.10.14,1998Jリーグ 2ndステージ 第10節,コンサドーレ札幌,浦和市駒場スタジアム,L,H,○ 2 - 1,2,1,"17,580人"
456,282,222,1998.10.17,1998Jリーグ 2ndステージ 第11節,清水エスパルス,日本平スタジアム,L,A,● 0 - 1,0,1,"15,117人"
457,283,223,1998.10.21,1998Jリーグ 2ndステージ 第12節,鹿島アントラーズ,国立競技場,L,H,● 2 - 3,2,3,"42,258人"
458,284,224,1998.10.24,1998Jリーグ 2ndステージ 第13節,柏レイソル,国立競技場,L,A,● 0 - 2,0,2,"26,021人"
459,285,225,1998.10.31,1998Jリーグ 2ndステージ 第14節,ガンバ大阪,浦和市駒場スタジアム,L,H,○ 1 - 0,1,0,"17,927人"
460,286,226,1998.11.03,1998Jリーグ 2ndステージ 第15節,横浜マリノス,国立競技場,L,A,● 2 - 3,2,3,"41,786人"
461,287,227,1998.11.07,1998Jリーグ 2ndステージ 第16節,京都パープルサンガ,京都市西京極総合運動公園陸上競技場兼球技場,L,A,○ 3 - 1,3,1,"10,787人"
462,288,228,1998.11.14,1998Jリーグ 2ndステージ 第17節,名古屋グランパスエイト,浦和市駒場スタジアム,L,H,○ 2 - 1,2,1,"20,107人"
463,289,,1998.12.13,第78回天皇杯全日本サッカー選手権大会 3回戦,アルビレックス新潟,浦和市駒場スタジアム,E,N,○ 4 - 1,4,1,"10,084人"
464,290,,1998.12.20,第78回天皇杯全日本サッカー選手権大会 4回戦,柏レイソル,浦和市駒場スタジアム,E,N,○ 3 - 1,3,1,"12,632人"
465,291,,1998.12.23,第78回天皇杯全日本サッカー選手権大会 準々決勝,清水エスパルス,香川県立丸亀競技場,E,N,● 0 - 1,0,1,"8,033人"
466,,,1999.02.27,プレシーズンマッチ,ジュビロ磐田,愛鷹広域公園多目的競技場,P,A,● 1 - 1 (PK 2 - 3),1,1,"8,741人"
467,292,229,1999.03.06,1999Jリーグ ディビジョン1 1stステージ 第1節,ガンバ大阪,浦和市駒場スタジアム,L,H,○ 2 - 1,2,1,"18,639人"
468,293,230,1999.03.13,1999Jリーグ ディビジョン1 1stステージ 第2節,ジェフユナイテッド市原,市原臨海競技場,L,A,△ 0 - 0,0,0,"8,057人"
469,,,1999.03.14,1999Jサテライトリーグ 第1日,鹿島アントラーズ,鹿島アントラーズクラブハウスグラウンド,S,A,○ 2 - 0,2,0,"1,076人"
470,294,231,1999.03.20,1999Jリーグ ディビジョン1 1stステージ 第3節,ヴィッセル神戸,浦和市駒場スタジアム,L,H,△ 0 - 0,0,0,"15,291人"
471,295,232,1999.03.27,1999Jリーグ ディビジョン1 1stステージ 第4節,サンフレッチェ広島,広島ビッグアーチ,L,A,● 1 - 4,1,4,"8,163人"
472,296,233,1999.04.03,1999Jリーグ ディビジョン1 1stステージ 第5節,ヴェルディ川崎,浦和市駒場スタジアム,L,H,△ 2 - 2,2,2,"18,770人"
473,,,1999.04.04,1999Jサテライトリーグ 第3日,ジェフユナイテッド市原,熊谷運動公園陸上競技場,S,H,△ 3 - 3,3,3,"1,009人"
474,297,234,1999.04.10,1999Jリーグ ディビジョン1 1stステージ 第6節,ベルマーレ平塚,国立競技場,L,A,○ 3 - 0,3,0,"20,371人"
475,,,1999.04.11,1999Jサテライトリーグ 第4日,柏レイソル,日立柏サッカー場,S,A,● 0 - 2,0,2,452人
476,298,235,1999.04.17,1999Jリーグ ディビジョン1 1stステージ 第7節,京都パープルサンガ,浦和市駒場スタジアム,L,H,● 0 - 1,0,1,"18,654人"
477,299,236,1999.04.24,1999Jリーグ ディビジョン1 1stステージ 第8節,柏レイソル,柏の葉公園総合競技場,L,A,● 1 - 3,1,3,"15,849人"
478,300,237,1999.04.28,1999Jリーグ ディビジョン1 1stステージ 第9節,横浜F・マリノス,浦和市駒場スタジアム,L,H,● 1 - 2,1,2,"17,907人"
479,301,238,1999.05.01,1999Jリーグ ディビジョン1 1stステージ 第10節,清水エスパルス,日本平スタジアム,L,A,△ 2 - 2,2,2,"14,558人"
480,302,239,1999.05.05,1999Jリーグ ディビジョン1 1stステージ 第11節,セレッソ大阪,浦和市駒場スタジアム,L,H,● 2 - 3,2,3,"18,401人"
481,303,240,1999.05.08,1999Jリーグ ディビジョン1 1stステージ 第12節,ジュビロ磐田,ジュビロ磐田スタジアム,L,A,● 3 - 4,3,4,"14,026人"
482,,,1999.05.09,1999Jサテライトリーグ 第7日,ベルマーレ平塚,鴻巣市立陸上競技場,S,H,○ 5 - 4,5,4,"1,316人"
483,304,241,1999.05.15,1999Jリーグ ディビジョン1 1stステージ 第13節,鹿島アントラーズ,国立競技場,L,H,○ 1 - 0,1,0,"46,401人"
484,305,242,1999.05.22,1999Jリーグ ディビジョン1 1stステージ 第14節,アビスパ福岡,浦和市駒場スタジアム,L,H,● 2 - 3,2,3,"18,229人"
485,,,1999.05.23,1999Jサテライトリーグ 第9日,柏レイソル,鴻巣市立陸上競技場,S,H,△ 0 - 0,0,0,"1,547人"
486,306,243,1999.05.29,1999Jリーグ ディビジョン1 1stステージ 第15節,名古屋グランパスエイト,名古屋市瑞穂陸上競技場,L,A,● 1 - 8,1,8,"22,741人"
487,307,,1999.06.12,1999Jリーグヤマザキナビスコカップ 2回戦 第1戦,大分トリニータ,大分市営陸上競技場,LC,A,● 0 - 1,0,1,"7,941人"
488,308,,1999.06.19,1999Jリーグヤマザキナビスコカップ 2回戦 第2戦,大分トリニータ,浦和市駒場スタジアム,LC,H,○ 3 - 1,3,1,"15,439人"
489,309,,1999.07.20,1999Jリーグヤマザキナビスコカップ 準々決勝 第1戦,鹿島アントラーズ,浦和市駒場スタジアム,LC,H,○ 2 - 0,2,0,"15,444人"
490,310,,1999.07.24,1999Jリーグヤマザキナビスコカップ 準々決勝 第2戦,鹿島アントラーズ,茨城県立カシマサッカースタジアム,LC,A,● 0 - 3,0,3,"13,667人"
491,311,244,1999.08.07,1999Jリーグ ディビジョン1 2ndステージ 第1節,京都パープルサンガ,京都市西京極総合運動公園陸上競技場兼球技場,L,A,● 1 - 2,1,2,"8,652人"
492,,,1999.08.09,1999Jサテライトリーグ 第11日,ジェフユナイテッド市原,ジェフユナイテッド舞浜グラウンド,S,A,○ 3 - 2,3,2,170人
493,312,245,1999.08.14,1999Jリーグ ディビジョン1 2ndステージ 第2節,柏レイソル,浦和市駒場スタジアム,L,H,● 2 - 3,2,3,"13,329人"
494,313,246,1999.08.18,1999Jリーグ ディビジョン1 2ndステージ 第3節,横浜F・マリノス,横浜国際総合競技場,L,A,● 0 - 2,0,2,"17,916人"
495,314,247,1999.08.21,1999Jリーグ ディビジョン1 2ndステージ 第4節,清水エスパルス,国立競技場,L,H,● 0 - 3,0,3,"28,321人"
496,315,248,1999.08.28,1999Jリーグ ディビジョン1 2ndステージ 第5節,セレッソ大阪,大阪長居スタジアム,L,A,○ 3 - 2,3,2,"12,718人"
497,,,1999.08.29,1999Jサテライトリーグ 第13日,ベルマーレ平塚,姫の沢公園スポーツ広場,S,A,○ 2 - 0,2,0,700人
498,316,249,1999.09.04,1999Jリーグ ディビジョン1 2ndステージ 第6節,ジュビロ磐田,国立競技場,L,H,● 1 - 2,1,2,"28,650人"
499,317,250,1999.09.11,1999Jリーグ ディビジョン1 2ndステージ 第7節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,L,A,● 1 - 2,1,2,"13,227人"
500,318,251,1999.09.15,1999Jリーグ ディビジョン1 2ndステージ 第8節,アビスパ福岡,東平尾公園博多の森球技場,L,A,● 1 - 2,1,2,"13,924人"
501,319,252,1999.09.18,1999Jリーグ ディビジョン1 2ndステージ 第9節,名古屋グランパスエイト,浦和市駒場スタジアム,L,H,● 1 - 2,1,2,"18,199人"
502,,,1999.09.19,1999Jサテライトリーグ 第15日,鹿島アントラーズ,東松山陸上競技場,S,H,● 0 - 1,0,1,"2,131人"
503,320,253,1999.09.23,1999Jリーグ ディビジョン1 2ndステージ 第10節,ガンバ大阪,万博記念競技場,L,A,○ 2 - 1,2,1,"7,817人"
504,321,254,1999.10.30,1999Jリーグ ディビジョン1 2ndステージ 第11節,ヴィッセル神戸,神戸総合運動公園ユニバー記念競技場,L,A,● 0 - 2,0,2,"12,990人"
505,322,255,1999.11.17,1999Jリーグ ディビジョン1 2ndステージ 第12節,ジェフユナイテッド市原,浦和市駒場スタジアム,L,H,○ 1 - 0,1,0,"19,279人"
506,323,256,1999.11.20,1999Jリーグ ディビジョン1 2ndステージ 第13節,ベルマーレ平塚,浦和市駒場スタジアム,L,H,○ 2 - 0,2,0,"19,034人"
507,324,257,1999.11.23,1999Jリーグ ディビジョン1 2ndステージ 第14節,ヴェルディ川崎,等々力陸上競技場,L,A,△ 2 - 2,2,2,"20,126人"
508,325,258,1999.11.27,1999Jリーグ ディビジョン1 2ndステージ 第15節,サンフレッチェ広島,浦和市駒場スタジアム,L,H,○ 1 - 0,1,0,"20,042人"
509,326,,1999.12.12,第79回天皇杯全日本サッカー選手権大会 3回戦,アルビレックス新潟,浦和市駒場スタジアム,E,N,○ 3 - 1,3,1,"12,042人"
510,327,,1999.12.19,第79回天皇杯全日本サッカー選手権大会 4回戦,柏レイソル,浦和市駒場スタジアム,E,N,● 0 - 2,0,2,"13,721人"
511,,,2000.01.23,日蘭交流400周年記念試合,AFCアヤックス(オランダ),アムステルダム・アレナ,I,A,△ 1 - 1,1,1,"19,000人"
512,328,,2000.03.11,2000Jリーグ ディビジョン2 第1節,水戸ホーリーホック,浦和市駒場スタジアム,L,H,○ 2 - 0,2,0,"18,422人"
513,329,,2000.03.19,2000Jリーグ ディビジョン2 第2節,湘南ベルマーレ,平塚競技場,L,A,○ 2 - 1,2,1,"14,868人"
514,330,,2000.03.25,2000Jリーグ ディビジョン2 第3節,大宮アルディージャ,浦和市駒場スタジアム,L,H,○ 1 - 0,1,0,"20,189人"
515,331,,2000.03.30,2000Jリーグ ディビジョン2 第4節,サガン鳥栖,鳥栖スタジアム,L,A,○ 7 - 0,7,0,"7,954人"
516,332,,2000.04.02,2000Jリーグ ディビジョン2 第5節,ヴァンフォーレ甲府,浦和市駒場スタジアム,L,H,○ 3 - 1,3,1,"16,996人"
延期,延期,,2000.04.09,2000Jリーグ ディビジョン2 第6節,コンサドーレ札幌,室蘭市入江運動公園陸上競技場,L,A,延期,-,-,-
517,333,,2000.04.12,2000Jリーグヤマザキナビスコカップ 1回戦 第1戦,川崎フロンターレ,等々力陸上競技場,LC,A,● 0 - 3,0,3,"7,026人"
518,334,,2000.04.16,2000Jリーグ ディビジョン2 第7節,アルビレックス新潟,浦和市駒場スタジアム,L,H,○ 5 - 1,5,1,"16,610人"
519,335,,2000.04.19,2000Jリーグヤマザキナビスコカップ 1回戦 第2戦,川崎フロンターレ,浦和市駒場スタジアム,LC,H,○ 2 - 1,2,1,"10,763人"
520,336,,2000.04.23,2000Jリーグ ディビジョン2 第8節,ベガルタ仙台,仙台スタジアム,L,A,○ 3 - 2,3,2,"18,706人"
521,337,,2000.05.03,2000Jリーグ ディビジョン2 第10節,大分トリニータ,浦和市駒場スタジアム,L,H,○ 2 - 1,2,1,"19,132人"
522,338,,2000.05.07,2000Jリーグ ディビジョン2 第11節,モンテディオ山形,山形県総合運動公園陸上競技場,L,A,● 0 - 1,0,1,"11,671人"
523,339,,2000.05.14,2000Jリーグ ディビジョン2 第12節,水戸ホーリーホック,日立市民運動公園陸上競技場,L,A,○ 2 - 1,2,1,"6,155人"
524,340,,2000.05.18,2000Jリーグ ディビジョン2 第13節,湘南ベルマーレ,浦和市駒場スタジアム,L,H,○ 2 - 0,2,0,"15,671人"
525,341,,2000.05.22,2000Jリーグ ディビジョン2 第14節,大宮アルディージャ,埼玉県営大宮公園サッカー場,L,A,○ 6 - 0,6,0,"7,147人"
526,342,,2000.05.27,2000Jリーグ ディビジョン2 第15節,サガン鳥栖,浦和市駒場スタジアム,L,H,○ 3 - 1,3,1,"16,735人"
527,343,,2000.06.01,2000Jリーグ ディビジョン2 第16節,ヴァンフォーレ甲府,山梨県小瀬スポーツ公園陸上競技場,L,A,○ 3 - 0,3,0,"6,005人"
528,344,,2000.06.04,2000Jリーグ ディビジョン2 第17節,コンサドーレ札幌,浦和市駒場スタジアム,L,H,● 0 - 1,0,1,"19,222人"
529,345,,2000.06.10,2000Jリーグ ディビジョン2 第18節,アルビレックス新潟,新潟市陸上競技場,L,A,● 1 - 6,1,6,"11,662人"
530,346,,2000.06.17,2000Jリーグ ディビジョン2 第19節,ベガルタ仙台,浦和市駒場スタジアム,L,H,○ 4 - 2,4,2,"15,561人"
531,347,,2000.06.24,2000Jリーグ ディビジョン2 第21節,大分トリニータ,大分市営陸上競技場,L,A,△ 1 - 1,1,1,"9,841人"
532,348,,2000.07.01,2000Jリーグ ディビジョン2 第22節,モンテディオ山形,浦和市駒場スタジアム,L,H,○ 2 - 0,2,0,"17,176人"
533,349,,2000.07.09,2000Jリーグ ディビジョン2 第23節,サガン鳥栖,鳥栖スタジアム,L,A,● 0 - 2,0,2,"10,177人"
534,350,,2000.07.16,2000Jリーグ ディビジョン2 第6節,コンサドーレ札幌,室蘭市入江運動公園陸上競技場,L,A,△ 1 - 1,1,1,"10,146人"
