試合,公式戦,J1,年月日,大会名ほか,相手チーム,会場,項目,H/A,スコア,得点,失点,観客数,date,year,month,day,weekday,result,延期or中止
954,674,471,2007.09.15,2007Jリーグ ディビジョン1 第25節,サンフレッチェ広島,広島ビッグアーチ,L,A,○ 4 - 2,4,2,22675,2007-09-15,2007,9,15,土,W,False
955,675,,2007.09.19,AFCチャンピオンズリーグ2007 準々決勝 第1戦,全北現代モータース(韓国),埼玉スタジアム2002,ACL,H,○ 2 - 1,2,1,33103,2007-09-19,2007,9,19,水,W,False
956,676,472,2007.09.22,2007Jリーグ ディビジョン1 第26節,横浜F・マリノス,日産スタジアム,L,A,○ 1 - 0,1,0,48166,2007-09-22,2007,9,22,土,W,False
957,677,,2007.09.26,AFCチャンピオンズリーグ2007 準々決勝 第2戦,全北現代モータース(韓国),全州ワールドカップスタジアム,ACL,A,○ 2 - 0,2,0,31000,2007-09-26,2007,9,26,水,W,False
958,678,473,2007.09.30,2007Jリーグ ディビジョン1 第27節,アルビレックス新潟,埼玉スタジアム2002,L,H,○ 1 - 0,1,0,47755,2007-09-30,2007,9,30,日,W,False
959,679,,2007.10.03,AFCチャンピオンズリーグ2007 準決勝 第1戦,城南一和(韓国),城南市炭川総合運動場,ACL,A,△ 2 - 2,2,2,17000,2007-10-03,2007,10,3,水,D,False
960,680,474,2007.10.07,2007Jリーグ ディビジョン1 第28節,大分トリニータ,さいたま市浦和駒場スタジアム,L,H,○ 2 - 1,2,1,18511,2007-10-07,2007,10,7,日,W,False
961,,,2007.10.14,2007Jサテライトリーグ 第12日,ザスパ草津,埼玉スタジアム2002 第2グラウンド,S,H,○ 1 - 0,1,0,2200,2007-10-14,2007,10,14,日,W,False
962,681,475,2007.10.20,2007Jリーグ ディビジョン1 第29節,ジェフユナイテッド千葉,フクダ電子アリーナ,L,A,○ 4 - 2,4,2,16756,2007-10-20,2007,10,20,土,W,False
963,682,,2007.10.24,AFCチャンピオンズリーグ2007 準決勝 第2戦,城南一和(韓国),埼玉スタジアム2002,ACL,H,○ 2 - 2 (PK 5 - 3),2,2,51651,2007-10-24,2007,10,24,水,W,False
964,683,476,2007.10.28,2007Jリーグ ディビジョン1 第30節,名古屋グランパスエイト,埼玉スタジアム2002,L,H,△ 0 - 0,0,0,52314,2007-10-28,2007,10,28,日,D,False
965,684,,2007.11.07,AFCチャンピオンズリーグ2007 決勝 第1戦,セパハン(イラン),フーラド・シャハールスタジアム,ACL,A,△ 1 - 1,1,1,30000,2007-11-07,2007,11,7,水,D,False
966,685,477,2007.11.11,2007Jリーグ ディビジョン1 第31節,川崎フロンターレ,等々力陸上競技場,L,A,△ 1 - 1,1,1,23355,2007-11-11,2007,11,11,日,D,False
967,686,,2007.11.14,AFCチャンピオンズリーグ2007 決勝 第2戦,セパハン(イラン),埼玉スタジアム2002,ACL,H,○ 2 - 0,2,0,59034,2007-11-14,2007,11,14,水,W,False
968,687,478,2007.11.18,2007Jリーグ ディビジョン1 第32節,清水エスパルス,埼玉スタジアム2002,L,H,△ 0 - 0,0,0,56368,2007-11-18,2007,11,18,日,D,False
969,,,2007.11.21,2007Jサテライトリーグ 第15日,ザスパ草津,さいたま市大原サッカー場,S,A,○ 1 - 0,1,0,200,2007-11-21,2007,11,21,水,W,False
970,688,479,2007.11.24,2007Jリーグ ディビジョン1 第33節,鹿島アントラーズ,埼玉スタジアム2002,L,H,● 0 - 1,0,1,62123,2007-11-24,2007,11,24,土,L,False
971,689,,2007.11.28,第87回天皇杯全日本サッカー選手権大会 4回戦,愛媛FC,さいたま市浦和駒場スタジアム,E,N,● 0 - 2,0,2,12247,2007-11-28,2007,11,28,水,L,False
972,690,480,2007.12.01,2007Jリーグ ディビジョン1 第34節,横浜FC,日産スタジアム,L,A,● 0 - 1,0,1,46697,2007-12-01,2007,12,1,土,L,False
973,691,,2007.12.10,FIFAクラブワールドカップ ジャパン2007 準々決勝,セパハン(イラン),豊田スタジアム,FCWC,N,○ 3 - 1,3,1,33263,2007-12-10,2007,12,10,月,W,False
974,692,,2007.12.13,FIFAクラブワールドカップ ジャパン2007 準決勝,ACミラン(イタリア),横浜国際総合競技場,FCWC,N,● 0 - 1,0,1,67005,2007-12-13,2007,12,13,木,L,False
975,693,,2007.12.16,FIFAクラブワールドカップ ジャパン2007 3位決定戦,エトワール・サヘル(チュニジア),横浜国際総合競技場,FCWC,N,○ 2 - 2 (PK 4 - 2),2,2,53363,2007-12-16,2007,12,16,日,W,False
976,694,481,2008.03.08,2008Jリーグ ディビジョン1 第1節,横浜F・マリノス,日産スタジアム,L,A,● 0 - 1,0,1,61246,2008-03-08,2008,3,8,土,L,False
977,,,2008.03.09,2008Jサテライトリーグ 第1日,FC東京,江東区夢の島競技場,S,A,● 0 - 1,0,1,1629,2008-03-09,2008,3,9,日,L,False
978,695,482,2008.03.15,2008Jリーグ ディビジョン1 第2節,名古屋グランパス,埼玉スタジアム2002,L,H,● 0 - 2,0,2,54482,2008-03-15,2008,3,15,土,L,False
979,696,,2008.03.20,2008Jリーグヤマザキナビスコカップ 予選リーグ 第1節,ヴィッセル神戸,埼玉スタジアム2002,LC,H,● 0 - 1,0,1,33392,2008-03-20,2008,3,20,木,L,False
980,697,,2008.03.23,2008Jリーグヤマザキナビスコカップ 予選リーグ 第2節,京都サンガF.C.,京都市西京極総合運動公園陸上競技場兼球技場,LC,A,△ 3 - 3,3,3,13332,2008-03-23,2008,3,23,日,D,False
981,698,483,2008.03.30,2008Jリーグ ディビジョン1 第3節,アルビレックス新潟,埼玉スタジアム2002,L,H,○ 3 - 0,3,0,46962,2008-03-30,2008,3,30,日,W,False
982,699,484,2008.04.02,2008Jリーグ ディビジョン1 第4節,清水エスパルス,日本平スタジアム,L,A,○ 2 - 1,2,1,15223,2008-04-02,2008,4,2,水,W,False
983,700,485,2008.04.05,2008Jリーグ ディビジョン1 第5節,ジュビロ磐田,エコパスタジアム,L,A,○ 2 - 1,2,1,27866,2008-04-05,2008,4,5,土,W,False
984,,,2008.04.06,2008Jサテライトリーグ 第2日,水戸ホーリーホック,水戸市立サッカー・ラグビー場,S,A,● 1 - 3,1,3,721,2008-04-06,2008,4,6,日,L,False
985,701,486,2008.04.13,2008Jリーグ ディビジョン1 第6節,鹿島アントラーズ,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,54450,2008-04-13,2008,4,13,日,W,False
986,702,,2008.04.16,2008Jリーグヤマザキナビスコカップ 予選リーグ 第3節,京都サンガF.C.,さいたま市浦和駒場スタジアム,LC,H,△ 1 - 1,1,1,15973,2008-04-16,2008,4,16,水,D,False
987,703,487,2008.04.20,2008Jリーグ ディビジョン1 第7節,大宮アルディージャ,埼玉スタジアム2002,L,H,△ 0 - 0,0,0,50997,2008-04-20,2008,4,20,日,D,False
988,704,488,2008.04.26,2008Jリーグ ディビジョン1 第8節,京都サンガF.C.,京都市西京極総合運動公園陸上競技場兼球技場,L,A,○ 4 - 0,4,0,19680,2008-04-26,2008,4,26,土,W,False
989,705,489,2008.04.29,2008Jリーグ ディビジョン1 第9節,コンサドーレ札幌,埼玉スタジアム2002,L,H,○ 4 - 2,4,2,48031,2008-04-29,2008,4,29,火,W,False
990,706,490,2008.05.03,2008Jリーグ ディビジョン1 第10節,ヴィッセル神戸,ホームズスタジアム神戸,L,A,△ 1 - 1,1,1,23088,2008-05-03,2008,5,3,土,D,False
991,707,491,2008.05.06,2008Jリーグ ディビジョン1 第11節,ジェフユナイテッド千葉,埼玉スタジアム2002,L,H,○ 3 - 0,3,0,52008,2008-05-06,2008,5,6,火,W,False
992,708,492,2008.05.10,2008Jリーグ ディビジョン1 第12節,川崎フロンターレ,等々力陸上競技場,L,A,○ 1 - 0,1,0,20335,2008-05-10,2008,5,10,土,W,False
993,,,2008.05.11,2008Jサテライトリーグ 第3日,ザスパ草津,埼玉スタジアム2002 第2グラウンド,S,H,○ 2 - 0,2,0,1460,2008-05-11,2008,5,11,日,W,False
994,709,493,2008.05.17,2008Jリーグ ディビジョン1 第13節,ガンバ大阪,埼玉スタジアム2002,L,H,● 2 - 3,2,3,57050,2008-05-17,2008,5,17,土,L,False
995,710,,2008.05.25,2008Jリーグヤマザキナビスコカップ 予選リーグ 第4節,名古屋グランパス,豊田スタジアム,LC,A,● 2 - 4,2,4,21015,2008-05-25,2008,5,25,日,L,False
996,711,,2008.05.31,2008Jリーグヤマザキナビスコカップ 予選リーグ 第5節,ヴィッセル神戸,ホームズスタジアム神戸,LC,A,● 1 - 2,1,2,17453,2008-05-31,2008,5,31,土,L,False
997,712,,2008.06.08,2008Jリーグヤマザキナビスコカップ 予選リーグ 第6節,名古屋グランパス,埼玉スタジアム2002,LC,H,● 1 - 5,1,5,35417,2008-06-08,2008,6,8,日,L,False
998,713,494,2008.06.28,2008Jリーグ ディビジョン1 第14節,柏レイソル,国立競技場,L,A,● 1 - 2,1,2,36785,2008-06-28,2008,6,28,土,L,False
999,,,2008.06.29,2008Jサテライトリーグ 第4日,水戸ホーリーホック,熊谷スポーツ文化公園陸上競技場,S,H,△ 1 - 1,1,1,1608,2008-06-29,2008,6,29,日,D,False
1000,714,495,2008.07.05,2008Jリーグ ディビジョン1 第15節,FC東京,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,49218,2008-07-05,2008,7,5,土,W,False
1001,715,496,2008.07.12,2008Jリーグ ディビジョン1 第16節,大分トリニータ,九州石油ドーム,L,A,● 0 - 2,0,2,28214,2008-07-12,2008,7,12,土,L,False
1002,716,497,2008.07.17,2008Jリーグ ディビジョン1 第17節,東京ヴェルディ,埼玉スタジアム2002,L,H,○ 3 - 2,3,2,35080,2008-07-17,2008,7,17,木,W,False
1003,717,498,2008.07.21,2008Jリーグ ディビジョン1 第18節,川崎フロンターレ,埼玉スタジアム2002,L,H,● 1 - 3,1,3,51168,2008-07-21,2008,7,21,月,L,False
1004,718,499,2008.07.27,2008Jリーグ ディビジョン1 第19節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,L,A,△ 1 - 1,1,1,36412,2008-07-27,2008,7,27,日,D,False
1005,,,2008.07.31,さいたまシティカップ2008,FCバイエルン・ミュンヘン(ドイツ),埼玉スタジアム2002,I,H,● 2 - 4,2,4,27292,2008-07-31,2008,7,31,木,L,False
1006,719,500,2008.08.09,2008Jリーグ ディビジョン1 第20節,柏レイソル,埼玉スタジアム2002,L,H,△ 2 - 2,2,2,46981,2008-08-09,2008,8,9,土,D,False
1007,,,2008.08.13,2008Jサテライトリーグ 第10日,ザスパ草津,熊谷スポーツ文化公園補助陸上競技場,S,A,○ 2 - 1,2,1,550,2008-08-13,2008,8,13,水,W,False
1008,720,501,2008.08.16,2008Jリーグ ディビジョン1 第21節,FC東京,味の素スタジアム,L,A,○ 1 - 0,1,0,37154,2008-08-16,2008,8,16,土,W,False
1009,721,502,2008.08.23,2008Jリーグ ディビジョン1 第22節,ジュビロ磐田,埼玉スタジアム2002,L,H,○ 3 - 1,3,1,45253,2008-08-23,2008,8,23,土,W,False
1010,722,503,2008.08.27,2008Jリーグ ディビジョン1 第23節,東京ヴェルディ,国立競技場,L,A,△ 1 - 1,1,1,26275,2008-08-27,2008,8,27,水,D,False
1011,723,504,2008.09.13,2008Jリーグ ディビジョン1 第24節,大分トリニータ,埼玉スタジアム2002,L,H,△ 0 - 0,0,0,45831,2008-09-13,2008,9,13,土,D,False
1012,724,,2008.09.17,AFCチャンピオンズリーグ2008 準々決勝 第1戦,アルカディシア(クウェート),モハメド・アルハマド・スタジアム,ACL,A,● 2 - 3,2,3,12000,2008-09-17,2008,9,17,水,L,False
1013,725,505,2008.09.21,2008Jリーグ ディビジョン1 第25節,大宮アルディージャ,NACK5スタジアム大宮,L,A,○ 1 - 0,1,0,11530,2008-09-21,2008,9,21,日,W,False
1014,726,,2008.09.24,AFCチャンピオンズリーグ2008 準々決勝 第2戦,アルカディシア(クウェート),埼玉スタジアム2002,ACL,H,○ 2 - 0,2,0,41790,2008-09-24,2008,9,24,水,W,False
1015,727,506,2008.09.28,2008Jリーグ ディビジョン1 第27節,名古屋グランパス,名古屋市瑞穂陸上競技場,L,A,△ 1 - 1,1,1,19811,2008-09-28,2008,9,28,日,D,False
1016,728,507,2008.10.01,2008Jリーグ ディビジョン1 第26節,京都サンガF.C.,さいたま市浦和駒場スタジアム,L,H,△ 2 - 2,2,2,16225,2008-10-01,2008,10,1,水,D,False
1017,729,508,2008.10.05,2008Jリーグ ディビジョン1 第28節,ジェフユナイテッド千葉,フクダ電子アリーナ,L,A,● 2 - 3,2,3,16718,2008-10-05,2008,10,5,日,L,False
1018,730,,2008.10.08,AFCチャンピオンズリーグ2008 準決勝 第1戦,ガンバ大阪,万博記念競技場,ACL,A,△ 1 - 1,1,1,17166,2008-10-08,2008,10,8,水,D,False
1019,731,509,2008.10.18,2008Jリーグ ディビジョン1 第29節,ヴィッセル神戸,埼玉スタジアム2002,L,H,● 0 - 1,0,1,47325,2008-10-18,2008,10,18,土,L,False
1020,732,,2008.10.22,AFCチャンピオンズリーグ2008 準決勝 第2戦,ガンバ大阪,埼玉スタジアム2002,ACL,H,● 1 - 3,1,3,53287,2008-10-22,2008,10,22,水,L,False
1021,733,510,2008.10.26,2008Jリーグ ディビジョン1 第30節,アルビレックス新潟,東北電力ビッグスワンスタジアム,L,A,○ 1 - 0,1,0,40359,2008-10-26,2008,10,26,日,W,False
1022,734,,2008.11.03,第88回天皇杯全日本サッカー選手権大会 4回戦,愛媛FC,さいたま市浦和駒場スタジアム,E,N,○ 1 - 0,1,0,16724,2008-11-03,2008,11,3,月,W,False
1023,735,511,2008.11.08,2008Jリーグ ディビジョン1 第31節,コンサドーレ札幌,札幌ドーム,L,A,○ 2 - 1,2,1,28901,2008-11-08,2008,11,8,土,W,False
1024,736,,2008.11.15,第88回天皇杯全日本サッカー選手権大会 5回戦,横浜F・マリノス,香川県立丸亀競技場,E,N,● 2 - 2 (PK 5 - 6),2,2,10303,2008-11-15,2008,11,15,土,L,False
1025,737,512,2008.11.23,2008Jリーグ ディビジョン1 第32節,清水エスパルス,埼玉スタジアム2002,L,H,● 1 - 2,1,2,54709,2008-11-23,2008,11,23,日,L,False
1026,,,2008.11.27,2008Jサテライトリーグ 第17日,FC東京,さいたま市大原サッカー場,S,H,● 0 - 1,0,1,412,2008-11-27,2008,11,27,木,L,False
1027,738,513,2008.11.29,2008Jリーグ ディビジョン1 第33節,ガンバ大阪,万博記念競技場,L,A,● 0 - 1,0,1,19605,2008-11-29,2008,11,29,土,L,False
1028,739,514,2008.12.06,2008Jリーグ ディビジョン1 第34節,横浜F・マリノス,埼玉スタジアム2002,L,H,● 1 - 6,1,6,53583,2008-12-06,2008,12,6,土,L,False
1029,740,515,2009.03.07,2009Jリーグ ディビジョン1 第1節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,L,A,● 0 - 2,0,2,37878,2009-03-07,2009,3,7,土,L,False
1030,741,516,2009.03.14,2009Jリーグ ディビジョン1 第2節,FC東京,埼玉スタジアム2002,L,H,○ 3 - 1,3,1,50802,2009-03-14,2009,3,14,土,W,False
1031,742,517,2009.03.21,2009Jリーグ ディビジョン1 第3節,ジュビロ磐田,エコパスタジアム,L,A,△ 1 - 1,1,1,18439,2009-03-21,2009,3,21,土,D,False
1032,743,,2009.03.25,2009Jリーグヤマザキナビスコカップ 予選リーグ 第1節,サンフレッチェ広島,広島ビッグアーチ,LC,A,● 0 - 1,0,1,10275,2009-03-25,2009,3,25,水,L,False
1033,744,,2009.03.29,2009Jリーグヤマザキナビスコカップ 予選リーグ 第2節,横浜F・マリノス,日産スタジアム,LC,A,○ 1 - 0,1,0,23660,2009-03-29,2009,3,29,日,W,False
1034,745,518,2009.04.04,2009Jリーグ ディビジョン1 第4節,大分トリニータ,埼玉スタジアム2002,L,H,○ 1 - 0,1,0,45542,2009-04-04,2009,4,4,土,W,False
1035,,,2009.04.05,2009Jサテライトリーグ 第1日,アルビレックス新潟,新潟市陸上競技場,S,A,○ 1 - 0,1,0,2074,2009-04-05,2009,4,5,日,W,False
1036,746,519,2009.04.12,2009Jリーグ ディビジョン1 第5節,名古屋グランパス,豊田スタジアム,L,A,○ 1 - 0,1,0,32435,2009-04-12,2009,4,12,日,W,False
1037,747,520,2009.04.18,2009Jリーグ ディビジョン1 第6節,京都サンガF.C.,埼玉スタジアム2002,L,H,○ 1 - 0,1,0,41836,2009-04-18,2009,4,18,土,W,False
1038,,,2009.04.19,2009Jサテライトリーグ 第2日,アルビレックス新潟,鴻巣市立陸上競技場,S,H,● 0 - 1,0,1,3387,2009-04-19,2009,4,19,日,L,False
1039,748,521,2009.04.25,2009Jリーグ ディビジョン1 第7節,ジェフユナイテッド千葉,フクダ電子アリーナ,L,A,○ 1 - 0,1,0,15428,2009-04-25,2009,4,25,土,W,False
1040,749,522,2009.04.29,2009Jリーグ ディビジョン1 第8節,清水エスパルス,エコパスタジアム,L,A,△ 2 - 2,2,2,30851,2009-04-29,2009,4,29,水,D,False
1041,750,523,2009.05.02,2009Jリーグ ディビジョン1 第9節,アルビレックス新潟,埼玉スタジアム2002,L,H,○ 1 - 0,1,0,50284,2009-05-02,2009,5,2,土,W,False
1042,751,524,2009.05.05,2009Jリーグ ディビジョン1 第10節,柏レイソル,国立競技場,L,A,○ 3 - 2,3,2,32854,2009-05-05,2009,5,5,火,W,False
1043,752,525,2009.05.10,2009Jリーグ ディビジョン1 第11節,川崎フロンターレ,埼玉スタジアム2002,L,H,● 2 - 3,2,3,51594,2009-05-10,2009,5,10,日,L,False
1044,753,526,2009.05.16,2009Jリーグ ディビジョン1 第12節,ガンバ大阪,埼玉スタジアム2002,L,H,△ 0 - 0,0,0,53374,2009-05-16,2009,5,16,土,D,False
1045,754,,2009.05.20,2009Jリーグヤマザキナビスコカップ 予選リーグ 第3節,大分トリニータ,九州石油ドーム,LC,A,△ 1 - 1,1,1,12361,2009-05-20,2009,5,20,水,D,False
1046,755,527,2009.05.24,2009Jリーグ ディビジョン1 第13節,大宮アルディージャ,埼玉スタジアム2002,L,A,△ 1 - 1,1,1,32418,2009-05-24,2009,5,24,日,D,False
1047,756,,2009.05.30,2009Jリーグヤマザキナビスコカップ 予選リーグ 第4節,アルビレックス新潟,埼玉スタジアム2002,LC,H,○ 2 - 0,2,0,27446,2009-05-30,2009,5,30,土,W,False
1048,757,,2009.06.03,2009Jリーグヤマザキナビスコカップ 予選リーグ 第5節,ジュビロ磐田,さいたま市浦和駒場スタジアム,LC,H,○ 1 - 0,1,0,17172,2009-06-03,2009,6,3,水,W,False
1049,758,,2009.06.13,2009Jリーグヤマザキナビスコカップ 予選リーグ 第7節,大宮アルディージャ,埼玉スタジアム2002,LC,H,○ 6 - 2,6,2,36251,2009-06-13,2009,6,13,土,W,False
1050,,,2009.06.14,2009Jサテライトリーグ 第5日,モンテディオ山形,NDソフトスタジアム山形,S,A,○ 1 - 0,1,0,3283,2009-06-14,2009,6,14,日,W,False
1051,759,528,2009.06.21,2009Jリーグ ディビジョン1 第14節,横浜F・マリノス,日産スタジアム,L,A,● 0 - 2,0,2,40228,2009-06-21,2009,6,21,日,L,False
1052,760,529,2009.06.27,2009Jリーグ ディビジョン1 第15節,ヴィッセル神戸,さいたま市浦和駒場スタジアム,L,H,○ 2 - 0,2,0,18777,2009-06-27,2009,6,27,土,W,False
1053,,,2009.06.28,2009Jサテライトリーグ 第6日,ザスパ草津,熊谷スポーツ文化公園陸上競技場,S,H,△ 1 - 1,1,1,3208,2009-06-28,2009,6,28,日,D,False
1054,761,530,2009.07.04,2009Jリーグ ディビジョン1 第16節,モンテディオ山形,NDソフトスタジアム山形,L,A,○ 3 - 2,3,2,20102,2009-07-04,2009,7,4,土,W,False
1055,762,531,2009.07.11,2009Jリーグ ディビジョン1 第17節,サンフレッチェ広島,埼玉スタジアム2002,L,H,○ 2 - 1,2,1,44149,2009-07-11,2009,7,11,土,W,False
1056,763,,2009.07.15,2009Jリーグヤマザキナビスコカップ 準々決勝 第1戦,清水エスパルス,埼玉スタジアム2002,LC,H,○ 2 - 1,2,1,21271,2009-07-15,2009,7,15,水,W,False
1057,764,532,2009.07.18,2009Jリーグ ディビジョン1 第18節,大分トリニータ,九州石油ドーム,L,A,● 0 - 1,0,1,24833,2009-07-18,2009,7,18,土,L,False
1058,765,533,2009.07.25,2009Jリーグ ディビジョン1 第19節,名古屋グランパス,埼玉スタジアム2002,L,H,● 0 - 3,0,3,44976,2009-07-25,2009,7,25,土,L,False
